titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Le Ber","https://montreal.ca/lieux/parc-le-ber","Terrain de football disponible.","2019-10-01","2023-07-11","Le Sud-Ouest","Parc et jardins","Parc","Baseball","Aire de pique-nique","","Culture et sports,Animaux et insectes","Ouvert"," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Le Ber","202, avenue Ash",,"H3K1Z7","Montréal",-73.554361904211,45.477481297194,300549.9,5037507.6
"Parc à chiens Arthur-Péloquin","https://montreal.ca/lieux/parc-chiens-arthur-peloquin","Merci de respecter les consignes indiquées à l’entrée du parc à chien.","2020-02-12","2022-06-29","Saint-Léonard","Parc et jardins","Parc à chiens","","Fontaine d'eau potable","","Animaux et insectes,Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","","","","numéro: 5148720311","","Parc à chiens Arthur-Péloquin","4755, rue Arthur-Péloquin",,"H1R 3G1","Montréal",-73.597277998924,45.578442610837,297208.3,5048730.7
"Parc à chiens Jean-Talon - Provencher","https://montreal.ca/lieux/parc-chiens-jean-talon-provencher","Merci de respecter les consignes indiquées à l’entrée du parc à chien.","2020-02-12","2022-06-29","Saint-Léonard","Parc et jardins","Parc à chiens","","Fontaine d'eau potable","","Animaux et insectes,Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","","","","","","Parc à chiens Jean-Talon - Provencher","4565 Jean-Talon Est",,"","Montréal",-73.587927818298,45.571086616073,297937.1,5047912.4
"Parc à chiens Roger-Richer","https://montreal.ca/lieux/parc-chiens-roger-richer","Accès libre.L’accès aux parcs à chiens est conditionnel au respect de la règlementation affichée à l’entrée de ceux-ci. Les chiens doivent porter une médaille valide émise par la Ville en tout temps.","2020-02-12","2022-05-04","Lachine","Parc et jardins","Parc à chiens","","","","Animaux et insectes,Culture et sports","Ouvert"," Horaire régulier [Lundi, ouverture:07:00, fermeture:22:00,Mardi, ouverture:07:00, fermeture:22:00,Mercredi, ouverture:07:00, fermeture:22:00,Jeudi, ouverture:07:00, fermeture:22:00,Vendredi, ouverture:07:00, fermeture:22:00,Samedi, ouverture:07:00, fermeture:22:00,Dimanche, ouverture:07:00, fermeture:22:00]","","","","","","Parc à chiens Roger-Richer","angle St-Jacques et Richmond",,"","Montréal",-73.649816644632,45.44240657095,293079.9,5033619.2
"Parc à chiens - angle de la rue Victoria et de la 28‌e Avenue","https://montreal.ca/lieux/parc-chiens-angle-de-la-rue-victoria-et-de-la-28e-avenue","Accès libre.L’accès aux parcs à chiens est conditionnel au respect de la règlementation affichée à l’entrée de ceux-ci. Les chiens doivent porter une médaille valide émise par la Ville en tout temps.","2020-02-12","2022-06-23","Lachine","Parc et jardins","Parc à chiens","","Stationnement gratuit","","Animaux et insectes,Culture et sports","Ouvert"," Horaire régulier [Lundi, ouverture:07:00, fermeture:22:00,Mardi, ouverture:07:00, fermeture:22:00,Mercredi, ouverture:07:00, fermeture:22:00,Jeudi, ouverture:07:00, fermeture:22:00,Vendredi, ouverture:07:00, fermeture:22:00,Samedi, ouverture:07:00, fermeture:22:00,Dimanche, ouverture:07:00, fermeture:22:00]","","","","numéro: 5146343471","","Parc à chiens - angle de la rue Victoria et de la 28‌e Avenue","rue Victoria",,"","Montréal",-73.688263893127,45.435743511846,290070.4,5032885.1
"Parc à chiens - bande Saint-Antoine","https://montreal.ca/lieux/parc-chiens-bande-saint-antoine","Ce parc à chiens vous permet de laisser votre chien courir en liberté.","2020-02-13","2022-05-09","Le Sud-Ouest","Parc et jardins","Parc à chiens","","","","Animaux et insectes,Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc à chiens - bande Saint-Antoine","Rue Saint-Antoine Ouest",,"","Montréal",-73.579109919241,45.487104810683,298616.1,5038578.7
"Parc à chiens du parc de la Traversée","https://montreal.ca/lieux/parc-chiens-du-parc-de-la-traversee","Ce parc est divisé en deux zones : une zone pour les chiens de taille petite à moyenne, une autre pour les gros chiens.Pour profiter de ce parc, votre chien doit porter sa médaille.","2023-05-17","2023-10-02","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc à chiens","","","","Animaux et insectes,Culture et sports","Ouvert"," ","","","","","","Parc à chiens du parc de la Traversée","À l'est de la 19e Avenue",,"H1B3E3","Montréal",-73.49165245539216,45.647396537036514,305450.7,5056389.1
"Parc à chiens Frederick-Mackenzie","https://montreal.ca/lieux/parc-chiens-frederick-mackenzie","Le parc à chiens Frederick-Mackenzie est situé à l’angle des rues Lapierre et André-Merlot.","2020-04-27","2022-01-18","LaSalle","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Heures d'ouverture [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","","","","","","Parc à chiens Frederick-Mackenzie","Angle des rues Lapierre et André-Merlot",,"","Montréal",-73.613333702087,45.436778673558,295933,5032989.1
"Parc à chiens Pilote","https://montreal.ca/lieux/parc-chiens-pilote","Le parc à chiens Pilote est situé à l’angle de la rue Duke et de la rue Brennan.","2020-05-14","2021-06-07","Ville-Marie","Parc et jardins","Parc à chiens","","Fontaine d'eau potable","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","","","","","","Parc à chiens Pilote","Rue Duke","Rue Brennan","H3C 4H5","Montréal",-73.554064859716,45.49544904071,300574.5,5039504.3
"Parc à chiens des Bruants","https://montreal.ca/lieux/parc-chiens-des-bruants","Le parc à chiens est situé dans la rue des Bruants, au nord du boulevard Jacques-Bizard, derrière le Complexe sportif Saint-Raphaël.","2020-05-15","2023-11-03","L'Île-Bizard–Sainte-Geneviève","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," ","","","","","","Parc à chiens des Bruants","Rue des Bruants",,"H9C 2Y2","Montréal",-73.876947697544,45.503395228302,275343.2,5040455.1
"Parc canin d'Outremont (parc Mali)","https://montreal.ca/lieux/parc-canin-doutremont-parc-mali","Il est situé à l’angle de l’avenue McEachran et de l’avenue du Manoir.","2020-05-15","2021-08-25","Outremont","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","","À Montréal, les parcs à chiens sont les seuls espaces publics où vous pouvez laisser votre chien courir en liberté. Plus de 50 parcs canins sont à votre disposition toute l’année, dans l’ensemble des arrondissements. Voici tout ce que vous devez savoir.https://montreal.ca/sujets/parcs-chiens","","","","Parc canin d'Outremont (parc Mali)","Avenue McEachran",,"H2V 3E6","Montréal",-73.620415609247,45.519985532078,295392.8,5042236.7
"Parc à chiens Lucien-L'Allier","https://montreal.ca/lieux/parc-chiens-lucien-lallier","Le parc à chiens Lucien-L’Allier est situé rue Lucien-L’Allier, au nord de la rue Saint-Jacques.","2020-05-19","2023-11-03","Ville-Marie","Parc et jardins","Parc à chiens","","Fontaine d'eau potable","Adapté aux poussettes,Entrée de plain-pied","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","","","","","","Parc à chiens Lucien-L'Allier","Rue Lucien-L'Allier",,"","Montréal",-73.568107512328,45.493314612985,299476.8,5039268
"Parc à chiens Saint-Patrick","https://montreal.ca/lieux/parc-chiens-saint-patrick","Ce parc à chiens permet de laisser votre chien courir en liberté.","2020-05-20","2022-05-09","Le Sud-Ouest","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc à chiens Saint-Patrick","Rue Saint-Patrick",,"","Montréal",-73.591797776966,45.466134543537,297621.7,5036249.3
"Parc à chiens Wolfred-Nelson","https://montreal.ca/lieux/parc-chiens-wolfred-nelson","Le parc à chiens Wolfred-Nelson est situé à l’angle de la rue Notre-Dame Est et du boulevard Pie-IX.","2020-05-21","2023-02-13","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," ","","","","","","Parc à chiens Wolfred-Nelson","Rue Notre-Dame Est et boulevard Pie-IX",,"","Montréal",-73.532640580428,45.548255151675,302251.3,5045371.8
"Parc à chiens Gallery","https://montreal.ca/lieux/parc-chiens-gallery","Ce parc à chiens vous permet de laisser votre chien courir en liberté.","2020-07-06","2022-05-06","Le Sud-Ouest","Parc et jardins","Parc à chiens","","Bacs bruns publics","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc à chiens Gallery","Rue Bassin",,"","Montréal",-73.559882170265,45.490457159879,300119.4,5038949.9
"Parc à chiens Crépeau","https://montreal.ca/lieux/parc-chiens-crepeau","Il vous permet de laisser votre chien courir en liberté.","2020-10-05","2021-04-01","Saint-Laurent","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire spécial [Lundi, ouverture:06:00, fermeture:21:00,Mardi, ouverture:06:00, fermeture:21:00,Mercredi, ouverture:06:00, fermeture:21:00,Jeudi, ouverture:06:00, fermeture:21:00,Vendredi, ouverture:06:00, fermeture:21:00,Samedi, ouverture:06:00, fermeture:21:00,Dimanche, ouverture:06:00, fermeture:21:00]","","","","","","Parc à chiens Crépeau","Rue Crépeau",,"","Montréal",-73.679556,45.531417,290775.5,5043515.7
"Parc à chiens Montpellier","https://montreal.ca/lieux/parc-chiens-montpellier","Le parc à chiens du boulevard Montpellier est situé  à proximité de la traverse Montpellier.","2020-10-05","2021-04-07","Saint-Laurent","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire spécial [Lundi, ouverture:06:00, fermeture:21:00,Mardi, ouverture:06:00, fermeture:21:00,Mercredi, ouverture:06:00, fermeture:21:00,Jeudi, ouverture:06:00, fermeture:21:00,Vendredi, ouverture:06:00, fermeture:21:00,Samedi, ouverture:06:00, fermeture:21:00,Dimanche, ouverture:06:00, fermeture:21:00]","","","","","","Parc à chiens Montpellier","Boulevard Montpellier",,"","Montréal",-73.669028,45.519861,291595.1,5042229.7
"Parc à chiens Champion du parc Arthur-Therrien","https://montreal.ca/lieux/parc-chiens-champion-du-parc-arthur-therrien","Le parc à chien permet aux gardiens de chien de laisser courir leur animal librement, sans nuire aux autres usagers ou activités du parc. Un usager qui utilise le parc à chiens avec son animal doit se conformer aux présentes règles d’utilisation de même qu’au Règlement sur le contrôle des animaux.","2020-10-19","2023-11-03","Verdun","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:07:00, fermeture:21:00,Mardi, ouverture:07:00, fermeture:21:00,Mercredi, ouverture:07:00, fermeture:21:00,Jeudi, ouverture:07:00, fermeture:21:00,Vendredi, ouverture:07:00, fermeture:21:00,Samedi, ouverture:07:00, fermeture:21:00,Dimanche, ouverture:07:00, fermeture:21:00]","","","","","","Parc à chiens Champion du parc Arthur-Therrien","3750, boulevard Gaétan Laberge",,"H4G2A3","Verdun",-73.560914446229,45.46642038093,300036.7,5036278.8
"Parc à chiens du parc de la Fontaine","https://montreal.ca/lieux/parc-chiens-du-parc-de-la-fontaine","Le parc à chien permet aux gardiens de chien de laisser courir leur animal librement, sans nuire aux autres usagers ou activités du parc. Un usager qui utilise le parc à chiens avec son animal doit se conformer aux présentes règles d’utilisation de même qu’au Règlement sur le contrôle des animaux.","2020-10-19","2023-11-03","Verdun","Parc et jardins","Parc à chiens","","","","Animaux et insectes","Ouvert"," Horaire [Lundi, ouverture:07:00, fermeture:21:00,Mardi, ouverture:07:00, fermeture:21:00,Mercredi, ouverture:07:00, fermeture:21:00,Jeudi, ouverture:07:00, fermeture:21:00,Vendredi, ouverture:07:00, fermeture:21:00,Samedi, ouverture:07:00, fermeture:21:00,Dimanche, ouverture:07:00, fermeture:21:00]","","","","","","Parc à chiens du parc de la Fontaine","570 Place de la Fontaine",,"H3E 1G7","Verdun",-73.543118834496,45.463547004117,301428.1,5035958.5
